  0.0000000E+00     1   1.0000000E+00   1.0000000E-01   1.0000000E+00   3.5999999E+02   1.0761914E-05   2.0000000E+01   2.9999997E+02
  0.0000000E+00     2   3.0000000E+00   2.0000000E-01   2.0000000E+00   2.3660469E-06   3.6000000E+02   0.0000000E+00   3.4000000E+02
  0.0000000E+00     3   4.0000000E+00   2.0000000E-01   2.0000000E+00   1.6730478E-06   3.6000000E+02   0.0000000E+00   3.4000000E+02
  1.0000000E+01     1   9.9999394E-01   9.9966900E-02   1.0000624E+00   6.1186083E-02   3.5999747E+02   2.0005162E+01   2.2054020E+02
  1.0000000E+01     2   2.9981693E+00   1.9991365E-01   2.0000038E+00   3.3368748E+02   3.5984946E+02   3.5999949E+02   2.6084757E+02
  1.0000000E+01     3   4.0004822E+00   2.0001081E-01   2.0000611E+00   8.9845261E+01   1.5787704E-01   3.5999769E+02   2.6023432E+02
  2.0000000E+01     1   9.9999377E-01   9.9974017E-02   1.0001334E+00   1.1084290E-01   4.5130610E-03   2.0010386E+01   1.4121810E+02
  2.0000000E+01     2   2.9976693E+00   1.9907002E-01   2.0000085E+00   3.0735789E+02   3.5976817E+02   3.5999848E+02   1.8171459E+02
  2.0000000E+01     3   4.0004661E+00   2.0079056E-01   2.0001109E+00   1.7974414E+02   2.3852174E-01   3.5999891E+02   1.8077304E+02
  3.0000000E+01     1   9.9999452E-01   9.9980983E-02   1.0002089E+00   1.8120349E-01   5.3096722E-04   2.0014311E+01   6.2206579E+01
  3.0000000E+01     2   2.9975910E+00   1.9868141E-01   2.0000120E+00   2.8095811E+02   3.5985517E+02   3.5999749E+02   1.0253095E+02
  3.0000000E+01     3   4.0013612E+00   2.0119520E-01   2.0000608E+00   2.6968559E+02   1.7913175E-01   2.5935320E-04   1.0187748E+02
  4.0000000E+01     1   9.9999831E-01   9.9975864E-02   1.0002643E+00   2.4284650E-01   3.5999445E+02   2.0019312E+01   3.4353923E+02
  4.0000000E+01     2   2.9969085E+00   1.9861151E-01   2.0000253E+00   2.5471177E+02   3.5989994E+02   3.5999607E+02   2.3774724E+01
  4.0000000E+01     3   4.0024338E+00   2.0140845E-01   1.9999810E+00   3.5952417E+02   1.2538850E-01   3.5999837E+02   2.3319231E+01
  5.0000000E+01     1   9.9999496E-01   9.9978354E-02   1.0003406E+00   3.0439800E-01   3.5999183E+02   2.0024667E+01   2.6491145E+02
  5.0000000E+01     2   2.9970013E+00   1.9848075E-01   2.0000231E+00   2.2833380E+02   9.3692461E-02   3.5999429E+02   3.0476849E+02
  5.0000000E+01     3   4.0015103E+00   2.0133783E-01   2.0000413E+00   8.9405515E+01   8.9106656E-03   3.5999605E+02   3.0493452E+02
  6.0000000E+01     1   9.9999685E-01   9.9976149E-02   1.0004013E+00   3.7717025E-01   3.5998274E+02   2.0029001E+01   1.8614033E+02
  6.0000000E+01     2   2.9971080E+00   1.9876153E-01   2.0000172E+00   2.0199112E+02   2.0048700E-01   3.5999264E+02   2.2577757E+02
  6.0000000E+01     3   4.0014255E+00   2.0116610E-01   2.0000915E+00   1.7935804E+02   3.5987051E+02   3.5999724E+02   2.2642832E+02
  7.0000000E+01     1   9.9999678E-01   9.9968081E-02   1.0004681E+00   4.2935738E-01   3.5998426E+02   2.0034401E+01   1.0742389E+02
  7.0000000E+01     2   2.9971065E+00   1.9879642E-01   2.0000077E+00   1.7574573E+02   2.3336920E-01   3.5999065E+02   1.4701318E+02
  7.0000000E+01     3   4.0011373E+00   2.0099617E-01   2.0000424E+00   2.6918096E+02   3.5985124E+02   3.5999860E+02   1.4776154E+02
  8.0000000E+01     1   9.9999616E-01   9.9972842E-02   1.0005444E+00   5.0053652E-01   3.5997458E+02   2.0039444E+01   2.8299144E+01
