  0.0000000E+00   1.300000000E+00   2.000000000E-01   2.000000000E+00   0.000000000E+00   0.000000000E+00   0.000000000E+00
  1.0000000E+01   1.240808489E+00   1.023108367E-01   1.945407955E+00   8.489873194E+00   6.921195740E-01   8.513352903E-02
  2.0000000E+01   1.225686603E+00   5.391379218E-02   1.900854711E+00   1.221453442E+02   3.597571231E+02   2.165441740E-01
  3.0000000E+01   1.220252489E+00   2.940979580E-02   1.856657079E+00   2.612540627E+02   4.121772318E+00   1.723693830E-01
  4.0000000E+01   1.218521941E+00   1.301915913E-02   1.815887768E+00   5.514878987E+01   4.290478593E+00   1.693349373E-01
  5.0000000E+01   1.217394033E+00   7.780017313E-03   1.775697140E+00   2.343324079E+02   3.437906206E+02   2.066570069E-01
  6.0000000E+01   1.216539432E+00   6.250656150E-03   1.736715022E+00   2.826092411E+01   3.515862538E+02   2.135805689E-01
  7.0000000E+01   1.215492675E+00   3.786812337E-03   1.698600309E+00   1.736711330E+02   1.121252140E+01   2.438061116E-01
  8.0000000E+01   1.214654791E+00   2.225270590E-03   1.661520972E+00   2.866314210E+02   6.644191497E+01   2.539045477E-01
  9.0000000E+01   1.213714096E+00   1.803269851E-03   1.624873433E+00   3.476783880E+02   1.759852877E+02   2.723037356E-01
  1.0000000E+02   1.212989800E+00   2.894540341E-03   1.589309459E+00   7.367370981E+01   2.630091624E+02   2.954672339E-01
  1.1000000E+02   1.212354092E+00   3.245009486E-03   1.554361327E+00   1.654286787E+02   3.471037170E+02   3.217878340E-01
  1.2000000E+02   1.211594297E+00   2.805234596E-03   1.520149512E+00   2.694331140E+02   6.190887502E+01   3.446877246E-01
  1.3000000E+02   1.210555280E+00   2.789184177E-03   1.486786021E+00   3.515413161E+02   1.614705795E+02   3.745952958E-01
  1.4000000E+02   1.210119885E+00   2.952462166E-03   1.453923832E+00   7.235408127E+01   2.648181319E+02   4.117921610E-01
  1.5000000E+02   1.209021378E+00   2.720640572E-03   1.422078403E+00   1.789309683E+02   3.450517853E+02   4.556693546E-01
  1.6000000E+02   1.208004839E+00   2.713774651E-03   1.390618223E+00   2.672683337E+02   8.658338206E+01   4.859650711E-01
  1.7000000E+02   1.207318154E+00   2.725302395E-03   1.359964217E+00   3.561037025E+02   1.902901782E+02   5.334269867E-01
  1.8000000E+02   1.206419262E+00   2.560158386E-03   1.329902008E+00   9.939185340E+01   2.821741047E+02   5.659375293E-01
  1.9000000E+02   1.205730758E+00   2.507166343E-03   1.300660361E+00   1.938660959E+02   2.582062201E+01   6.173061645E-01
  2.0000000E+02   1.205529799E+00   1.837243833E-03   1.272349522E+00   3.134298887E+02   1.068879127E+02   6.523583526E-01
  2.1000000E+02   1.204001506E+00   1.366447808E-03   1.244382481E+00   3.545225434E+01   2.283534560E+02   7.117146142E-01
  2.2000000E+02   1.203345598E+00   1.300710979E-03   1.217531655E+00   1.132187915E+02   3.570016029E+02   7.677696197E-01
  2.3000000E+02   1.202554405E+00   1.291136460E-03   1.190855888E+00   2.245540240E+02   9.455823853E+01   8.415478722E-01
  2.4000000E+02   1.201589399E+00   1.782387094E-03   1.164593444E+00   3.174708158E+02   2.134788665E+02   9.022497461E-01
  2.5000000E+02   1.201133617E+00   2.292396959E-03   1.138932235E+00   5.048619717E+01   3.350580040E+02   9.786806005E-01
  2.6000000E+02   1.200106201E+00   2.262475347E-03   1.113799439E+00   1.765316667E+02   6.620113412E+01   1.012223612E+00
  2.7000000E+02   1.199097962E+00   2.401408763E-03   1.090002254E+00   2.844808820E+02   1.783827188E+02   1.086328922E+00
  2.8000000E+02   1.198486713E+00   2.227834693E-03   1.066128686E+00   2.641614070E+01   2.992799738E+02   1.180857105E+00
